1448670806.25 2.0 0 6859
1448670806.26 3.0 1 10148
1448670806.27 4.0 2 20284
1448670806.28 5.0 3 23517
1448670806.28 6.0 4 23625
1448670806.29 7.0 5 25471
1448670806.3 8.0 6 25688
1448670806.32 9.0 7 32669
1448670806.32 10.0 8 41321
1448670806.32 11.0 9 41469
1448670806.32 12.0 10 41770
1448670806.33 13.0 11 30550
1448670806.33 14.0 12 33237
1448670806.33 15.0 13 33307
1448670806.33 16.0 14 33616
1448670806.36 17.0 15 49712
1448670806.36 18.0 16 49996
1448670806.37 19.0 17 41758
1448670806.37 20.0 18 42030
1448670806.38 21.0 19 58966
1448670806.39 22.0 20 64306
1448670806.39 23.0 21 64492
1448670806.39 24.0 22 64844
1448670806.39 25.0 23 65014
1448670806.39 26.0 24 65407
1448670806.46 27.0 25 135725
1448670806.46 28.0 26 136045
1448670806.46 29.0 27 136067
1448670806.46 30.0 28 136416
1448670806.47 31.0 29 136603
1448670806.47 32.0 30 136935
1448670806.47 33.0 31 102112
1448670806.49 34.0 32 125907
1448670806.49 35.0 33 126096
1448670806.49 36.0 34 126552
1448670806.49 37.0 35 126731
1448670806.5 38.0 36 139906
1448670806.51 39.0 37 140049
1448670806.51 40.0 38 140318
1448670806.52 41.0 39 139766
1448670806.52 42.0 40 139952
1448670806.52 43.0 41 134906
1448670806.52 44.0 42 135110
1448670806.54 45.0 43 147461
1448670806.54 46.0 44 147580
1448670806.54 47.0 45 147378
1448670806.54 48.0 46 147432
1448670806.56 49.0 47 167453
1448670806.56 50.0 48 167577
1448670806.56 51.0 49 167376
1448670806.57 52.0 50 182890
1448670806.57 53.0 51 110447
1448670806.57 54.0 52 110529
1448670806.59 55.0 53 121774
1448670806.59 56.0 54 121902
1448670806.59 57.0 55 121662
1448670806.6 58.0 56 140409
1448670806.6 59.0 57 140349
1448670806.61 60.0 58 140832
1448670806.61 61.0 59 140744
1448670806.61 62.0 60 141021
1448670806.61 63.0 61 149613
1448670806.62 64.0 62 158070
1448670806.63 65.0 63 167775
1448670806.64 66.0 64 176573
1448670806.65 67.0 65 186875
1448670806.66 68.0 66 173175
1448670806.67 69.0 67 181902
1448670806.68 70.0 68 185696
1448670806.69 71.0 69 195548
1448670806.69 72.0 70 204001
1448670806.7 73.0 71 213025
1448670806.71 74.0 72 217598
1448670806.71 75.0 73 221136
1448670806.73 76.0 74 238384
1448670806.73 77.0 75 225697
1448670806.73 78.0 76 225941
1448670806.73 79.0 77 226007
1448670806.73 80.0 78 226266
1448670806.73 81.0 79 226405
1448670806.73 82.0 80 210672
1448670806.84 83.0 81 314589
1448670806.84 84.0 82 315023
1448670806.84 85.0 83 315138
1448670806.84 86.0 84 315492
1448670806.84 87.0 85 315612
1448670806.86 88.0 86 337263
1448670806.86 89.0 87 337485
1448670806.86 90.0 88 337774
1448670806.87 91.0 89 337590
1448670806.87 92.0 90 338095
1448670806.87 93.0 91 338365
1448670806.9 94.0 92 359943
1448670806.9 95.0 93 360400
1448670806.9 96.0 94 360734
1448670806.9 97.0 95 360981
1448670806.91 98.0 96 377600
1448670806.91 99.0 97 357653
1448670806.92 100.0 98 357963
1448670806.92 100.01 99 358114
1448670806.92 100.019999 100 358348
1448670806.92 100.029997001 101 358498
1448670806.92 100.039994002 102 358766
1448670806.92 100.049990004 103 343406
1448670806.93 100.059985007 104 360068
1448670806.93 100.069979013 105 360496
1448670806.93 100.07997202 106 360914
1448670806.93 100.089964029 107 361242
1448670806.94 100.09995504 108 361657
1448670806.94 100.109945055 109 350422
1448670806.94 100.119934073 110 350840
1448670806.94 100.129922093 111 351216
1448670806.94 100.139909118 112 351508
1448670806.94 100.149895147 113 351774
1448670806.95 100.15988018 114 360302
1448670806.95 100.169864217 115 341747
1448670806.95 100.17984726 116 341960
1448670806.95 100.189829307 117 342026
1448670806.95 100.19981036 118 342200
1448670806.95 100.209790419 119 341996
1448670806.99 100.219769484 120 383167
1448670806.99 100.229747555 121 383401
1448670806.99 100.239724633 122 383689
1448670806.99 100.249700718 123 383751
1448670806.99 100.25967581 124 375471
1448670806.99 100.26964991 125 367486
1448670807.0 100.279623017 126 378089
1448670807.0 100.289595133 127 368412
1448670807.06 100.299566257 128 421645
1448670807.06 100.30953639 129 413149
1448670807.06 100.319505532 130 413374
1448670807.06 100.329473683 131 403199
1448670807.06 100.339440844 132 403466
1448670807.06 100.349407014 133 393897
1448670807.06 100.359372195 134 394099
1448670807.06 100.369336387 135 385215
1448670807.06 100.379299589 136 385422
1448670807.06 100.389261803 137 381962
1448670807.06 100.399223027 138 382076
1448670807.06 100.409183264 139 372324
1448670807.06 100.419142512 140 372430
1448670807.06 100.429100773 141 364208
1448670807.08 100.439058046 142 384702
1448670807.08 100.449014332 143 375938
1448670807.08 100.458969632 144 376102
1448670807.08 100.468923944 145 371768
1448670807.08 100.478877271 146 371918
1448670807.08 100.488829611 147 368368
1448670807.08 100.498780966 148 368514
1448670807.1 100.508731335 149 373280
1448670807.21 100.51868072 150 476075
1448670807.23 100.528629119 151 494827
1448670807.27 100.538576534 152 537607
1448670807.27 100.548522965 153 541109
1448670807.27 100.558468412 154 541356
1448670807.29 100.568412876 155 559649
1448670807.31 100.578356356 156 576378
1448670807.33 100.588298853 157 602324
1448670807.35 100.598240367 158 619166
1448670807.36 100.608180898 159 631465
1448670807.36 100.618120448 160 631479
1448670807.36 100.628059016 161 631300
1448670807.36 100.637996602 162 631445
1448670807.36 100.647933207 163 631442
1448670807.36 100.65786883 164 574712
1448670807.36 100.667803473 165 527331
1448670807.36 100.677737136 166 527393
1448670807.37 100.687669819 167 527283
1448670807.37 100.697601521 168 527379
1448670807.37 100.707532244 169 527288
1448670807.37 100.717461988 170 527373
1448670807.37 100.727390753 171 527217
1448670807.37 100.737318539 172 528037
1448670807.39 100.747245347 173 553048
1448670807.39 100.757171177 174 532115
1448670807.39 100.767096029 175 531871
1448670807.39 100.777019903 176 532016
1448670807.39 100.7869428 177 531969
1448670807.39 100.79686472 178 532130
1448670807.39 100.806785664 179 532104
1448670807.39 100.816705631 180 520468
1448670807.39 100.826624622 181 520021
1448670807.39 100.836542637 182 520129
1448670807.43 100.846459677 183 556933
1448670807.43 100.856375742 184 557163
1448670807.43 100.866290831 185 557136
1448670807.47 100.876204946 186 598045
1448670807.47 100.886118087 187 576492
1448670807.47 100.896030253 188 576477
1448670807.47 100.905941446 189 576311
1448670807.47 100.915851665 190 576316
1448670807.47 100.925760911 191 576375
1448670807.47 100.935669184 192 576600
1448670807.47 100.945576485 193 576669
1448670807.47 100.955482813 194 560751
1448670807.48 100.965388169 195 560577
1448670807.48 100.975292553 196 560790
1448670807.48 100.985195966 197 560827
1448670807.48 100.995098407 198 561040
1448670807.52 101.004999878 199 600781
1448670807.52 101.014900378 200 600943
1448670807.52 101.024799907 201 600970
1448670807.52 101.034698467 202 600982
1448670807.52 101.034698467 202 581322
1448670807.52 81 202 581074
1448670807.52 82 202 580862
1448670807.52 83 202 580630
1448670807.52 84 202 580513
1448670807.52 85 202 572064
1448670807.52 86 202 571902
1448670807.52 87 202 571765
1448670807.52 88 202 571642
1448670807.53 89 202 580740
1448670807.53 90 202 580534
1448670807.53 91 202 539264
1448670807.55 92 202 563473
1448670807.57 93 202 577732
1448670807.57 94 202 581008
1448670807.57 95 202 582652
1448670807.58 96 202 574126
1448670807.58 97 202 575112
1448670807.58 98 202 523216
1448670807.58 99 202 523606
1448670807.59 100 202 532036
1448670807.59 101 202 535754
1448670807.6 102 202 540720
1448670807.6 103 202 545168
1448670807.61 104 202 548356
1448670807.61 105 202 549279
1448670807.61 106 202 549967
1448670807.61 107 202 551143
1448670807.61 108 202 550956
1448670807.61 109 202 550759
1448670807.61 110 202 550830
1448670807.61 111 202 550768
1448670807.61 112 202 550693
1448670807.61 113 202 530090
1448670807.61 114 202 530058
1448670807.61 115 202 530122
1448670807.61 116 202 530064
1448670807.61 117 202 529866
1448670807.65 118 202 563885
1448670807.65 119 202 563776
1448670807.65 120 202 439369
1448670807.65 121 202 420323
1448670807.65 122 202 377599
1448670807.65 123 202 373813
1448670807.65 124 202 373477
1448670807.65 125 202 355112
1448670807.65 126 202 338438
1448670807.65 127 202 312582
1448670807.66 128 202 305804
1448670807.66 129 202 293163
1448670807.66 130 202 293095
1448670807.67 131 202 308706
1448670807.67 132 202 308741
1448670807.67 133 202 308588
1448670807.67 134 202 308516
1448670807.67 135 202 308465
1448670807.67 136 202 308400
1448670807.67 137 202 308357
1448670807.69 138 202 326637
1448670807.69 139 202 326623
1448670807.69 140 202 326546
1448670807.69 141 202 326486
1448670807.69 142 202 325944
1448670807.69 143 202 301121
1448670807.69 144 202 300803
1448670807.69 145 202 300932
1448670807.69 146 202 301103
1448670807.7 147 202 308720
1448670807.7 148 202 308841
1448670807.7 149 202 308867
1448670807.72 150 202 326677
1448670807.72 151 202 326654
1448670807.72 152 202 326527
1448670807.72 153 202 289722
1448670807.72 154 202 289387
1448670807.72 155 202 289252
1448670807.72 156 202 248387
1448670807.72 157 202 248319
1448670807.73 158 202 259823
