RTT	Window	ACK
18189	28.34160301	18420
18140	28.7603592826	18420
18212	28.9834482146	18421
18180	29.3679277623	18422
18069	29.8800408586	18423
18075	30.1980334612	18424
17983	30.6785348323	18424
17952	31.0546139033	18425
18044	31.2143879993	18425
18160	31.3278583822	18426
18173	31.6149596021	18427
18228	31.8251232697	18427
18121	32.3174525624	18428
18235	32.4150704473	18428
18358	32.4927850361	18429
18534	32.4736782006	18429
18527	32.7729227445	18430
19331	31.6824877818	18431
19640	31.4500535664	18431
19891	31.3136461753	18432
20105	31.235878108	18432
20496	30.888607164	18433
20716	30.8045685914	18433
20971	30.6691124914	18434
21170	30.6158420739	18435
21492	30.3868696079	18436
21523	30.5707615688	18437
21607	30.6769987317	18437
21675	30.8034896363	18438
21739	30.9332745773	18439
21734	31.159340863	18440
21836	31.2301856812	18440
21762	31.5520087038	18441
21858	31.6266457944	18442
22073	31.5283022555	18443
22097	31.7021504056	18443
22064	31.9566006582	18444
22030	32.2119319941	18445
22110	32.2993333912	18446
22111	32.5005285286	18446
22117	32.693049268	18447
22117	32.8931469757	18448
22182	32.9950577408	18448
22339	32.9588869009	18449
22410	33.0484076115	18450
22403	33.2515979601	18451
22459	33.3599547058	18451
22390	33.6535179715	18452
22366	33.8795091945	18453
22494	33.8744614719	18453
22418	34.1766332849	18454
22465	34.2910471456	18455
22488	34.4406945431	18455
22647	34.3813319326	18456
22737	34.4259922419	18457
22755	34.5784209542	18458
22832	34.6399312735	18458
22760	34.9272820705	18459
22754	35.1134031797	18460
22800	35.218225031	18460
22109	36.4991952682	18460
21520	37.6824444634	18460
20972	38.8552503296	18460
20477	39.9862922079	18460
19895	41.3524738445	18460
19260	42.9178122292	18460
18797	44.1808989322	18460
18286	45.6262498405	18461
18387	45.5842201568	18461
18520	45.4630105957	18462
18798	44.9928473419	18463
18809	45.1676885567	18464
18892	45.1686276697	18464
19136	44.7886573694	18465
19320	44.5553505733	18466
19320	44.7477642193	18467
19602	44.2928400952	18468
19173	45.4761340582	18469
19109	45.8205037088	18469
19342	45.4574867621	18470
19315	45.7094600644	18471
19243	46.0688421804	18472
19601	45.4115820638	18473
19436	45.9820678917	18473
19352	46.3666836246	18474
19661	45.819356252	18475
19550	46.2612044381	18476
19521	46.5111817305	18477
19891	45.8231975255	18478
19925	45.921206383	18478
19866	46.2336344128	18479
20213	45.6122994236	18480
20269	45.6575198265	18481
20330	45.690610571	18481
20610	45.237024961	18482
20649	45.3178036146	18483
20698	45.3757358354	18484
21092	44.6896540195	18485
21239	44.540188747	18485
21347	44.4733110851	18486
21576	22.3130879656	18487
21508	22.6095945015	18488
21459	22.8831068636	18488
21627	22.9211342547	18489
21628	23.131641647	18490
21590	23.3802379976	18491
21592	23.5820288958	18492
21728	23.6333608944	18493
21644	23.9211647491	18493
21638	24.1204335124	18494
21762	24.1711685253	18495
21682	24.4459548676	18496
21684	24.6261253657	18497
21806	24.6667095928	18498
21787	24.86378842	18498
21771	25.054895584	18499
21917	25.0569173548	18500
21870	25.2773715399	18501
21907	25.398402447	18501
21849	25.6274492054	18502
22006	25.6026387539	18503
21970	25.8004949254	18504
22022	25.8927966541	18505
22157	25.8850885232	18506
22153	26.0376647455	18506
22082	26.2676322217	18507
22239	26.2253475234	18508
22140	26.4843938753	18509
22180	26.5761896734	18509
22040	26.8835200742	18510
22167	26.8653487496	18511
22102	27.0787746606	18512
22174	27.1230451141	18512
22247	27.1640702233	18513
22238	27.3034426956	18514
22170	27.5142947203	18515
22173	27.6360326946	18516
22320	27.5770727747	18517
22321	27.6973347984	18517
22389	27.732829801	18518
22543	27.6607073358	18519
22556	27.7605912371	18519
22555	27.8762449286	18520
22539	28.0091572847	18520
22661	27.9695333822	18521
22708	28.021266063	18522
22785	28.0345369495	18522
23190	27.6497718444	18523
23245	27.6877313801	18524
23199	27.8450269728	18525
23203	27.9414353141	18526
23510	27.6753232458	18527
23461	27.8309726377	18528
23425	27.970646698	18528
23326	28.1855938601	18529
23549	28.0129597852	18530
23576	28.0740125487	18531
23528	28.2235964912	18531
23650	28.1688448204	18532
23571	28.3534228046	18533
23564	28.4510786886	18534
23530	28.5806047958	18534
23677	28.4901017828	18535
23592	28.6790907514	18536
23545	28.821953389	18537
23616	28.8197762564	18537
23791	28.6907770406	18538
23747	28.8262324832	18539
23643	29.0348498678	18540
23835	28.8813017632	18541
23838	28.9571887171	18541
23876	28.989703681	18542
23817	29.1395314365	18543
24012	28.9795066895	18544
23953	29.1269371829	18545
23935	29.2242041808	18545
23861	29.3896979322	18546
24083	29.1922331867	18547
24026	29.3344081135	18548
37539	18.8210565843	18548
37545	18.863823572	18549
37857	18.7533234433	18550
38035	18.7098936331	18551
38051	18.7459251992	18551
38084	18.7731324065	18552
38338	18.6915161673	18553
38297	18.7539371236	18554
38281	18.8038121596	18555
38310	18.8311971137	18555
38532	18.7637032889	18556
38458	18.8405140935	18557
38392	18.9133095897	18558
38322	18.9879723467	18558
37874	19.2528003293	18558
37495	19.4876760502	18558
37134	19.7174238102	18558
36665	20.0100897601	18558
36259	20.2746893351	18558
35758	20.599503395	18558
35109	21.0214290146	18558
34681	21.3221374519	18558
34265	21.6224221282	18558
33618	22.0804105788	18558
32991	22.5423311742	18558
32570	22.8761700702	18558
32152	23.2162174839	18558
31695	23.593850407	18558
31649	23.6707255754	18559
31721	23.6591242239	18560
31941	23.5376501428	18561
31917	23.5965140741	18561
31826	23.7049199238	18562
31805	23.7611928568	18563
31753	23.8404541191	18563
31903	23.7681882521	18564
31892	23.8158965567	18565
31958	23.8058154699	18566
32038	23.7850572065	18566
31985	23.8629021904	18567
31995	23.8935507975	18568
32211	23.7708692731	18569
32213	23.8066301065	18569
32217	23.8406054024	18570
32223	23.8727928606	18571
32295	23.8558211022	18572
32530	23.7191854771	18573
32544	23.7443827063	18573
32695	23.6696774971	18574
32716	23.6891413527	18575
32721	23.7198990688	18576
32712	23.7605407651	18576
32869	23.6807332188	18577
32879	23.7069419203	18578
47384	16.4728699929	18579
48222	16.2090310723	18580
49089	15.9446089155	18580
49884	15.7118433214	18581
50427	7.81322882131	18582
50342	7.98775505157	18583
50257	8.15960755623	18583
50223	8.32050657925	18584
50166	8.48260750328	18585
50098	8.6442247565	18585
50079	8.79505732833	18586
50233	8.91272691531	18587
50107	9.07778248404	18588
50125	9.21487424846	18589
50088	9.3599972967	18589
36557	13.0111644927	18590
36478	13.2237729148	18591
36320	13.4639484239	18592
36416	13.608151145	18593
36352	13.8097448789	18593
36231	14.0318014246	18594
36114	14.2515541007	18595
36015	14.4633645079	18596
36039	14.624193489	18596
35892	14.853252521	18597
36043	14.9575623544	18598
35962	15.1563057983	18599
35982	15.3110465958	18599
35849	15.5298759389	18600
35783	15.7191506074	18601
35784	15.877696006	18601
35810	16.0234464135	18602
35972	16.106318132	18603
36006	16.2445052178	18603
36130	16.3401793188	18604
36216	16.4510437978	18604
36385	16.5222485402	18605
36433	16.6465851681	18605
36464	16.7771320308	18606
36537	16.8867761546	18606
36836	16.8905036422	18607
36931	16.9863207048	18608
37097	17.0478168067	18608
37130	17.1689406336	18609
37282	17.2335848203	18609
37302	17.3578637759	18610
37480	17.4072905284	18610
37496	17.5306706171	18611
37861	17.4902460081	18612
37851	17.6225355775	18613
37951	17.7025104818	18613
37973	17.8176888675	18614
38068	17.8974648415	18615
38097	18.0071252834	18616
38205	18.07831583	18616
38163	18.2196147495	18617
38207	18.3190877924	18618
47064	14.9687522401	18619
47132	15.0435299286	18619
47192	15.1200383595	18620
47160	15.2253923194	18621
47227	15.2981587477	18622
47250	15.3844506639	18622
47308	15.458642458	18623
47285	15.5586998441	18624
47314	15.6410948517	18625
47532	15.660330646	18626
47522	15.754088462	18626
47592	15.8207274804	18627
47551	15.923746473	18628
47579	16.0031993129	18628
48037	15.9381084357	18629
48472	15.8813034325	18630
49144	15.7487276522	18630
49587	15.6914125987	18631
50222	15.5749016549	18632
50975	15.425085278	18633
36634	21.5745877611	18633
36108	22.0010030539	18634
35710	22.3590129851	18635
35746	22.448614311	18635
35580	22.6654289958	18635
35634	22.7424381398	18635
35482	22.9511495493	18635
35233	23.2248797909	18635
35090	23.4309723865	18635
34665	23.8305164318	18635
34347	24.1639312367	18635
34589	24.1063390222	18635
34919	23.9884288228	18636
36156	23.2733750552	18636
37348	22.6324035444	18637
38230	22.2092795642	18638
39335	21.6811904968	18639
40459	21.1716019438	18640
41518	20.7215574331	18640
42140	20.5039672047	18641
43245	20.0656890356	18642
44348	19.6497803699	18643
45299	19.3183203042	18644
46471	18.9097999599	18645
47854	18.4393952418	18645
48539	18.2538844641	18646
49638	17.9224975428	18647
50889	17.5525930162	18648
51864	17.29169355	18648
53021	16.981659563	18649
53252	16.9747353827	18650
53287	17.0300199301	18651
53628	16.9874864938	18652
53618	17.0561664029	18653
53624	17.1195107227	18653
53890	17.0996923098	18654
53857	17.1746478357	18655
53844	17.2430458624	18656
54127	17.2165688711	18657
54197	17.2576920735	18657
54188	17.3236960963	18658
54496	17.2883382555	18659
54485	17.3541669329	18660
54475	17.4194784478	18660
54638	8.80719481856	18661
54654	8.89353667377	18662
54558	8.99645541738	18663
54529	9.08681962388	18664
54679	9.14557179392	18665
46042	10.9586603325	18665
45976	11.0701706401	18666
46124	11.1283568777	18667
46050	11.238393085	18668
46062	11.3259492315	18669
46209	11.3785302115	18670
46126	11.4862400067	18670
46094	11.5800229329	18671
46250	11.6250483979	18672
46201	11.720159862	18673
46246	11.7901092614	18674
46420	11.8256617564	18675
46371	11.9167230336	18675
46323	12.0064876173	18676
46263	12.0983793836	18677
46421	12.1321020688	18678
46401	12.2111368221	18678
46219	12.3322159648	18679
46351	12.3688130899	18680
45929	12.553784231	18681
45462	12.7537643785	18681
44883	12.9892095239	18682
44942	13.0419889595	18683
44384	13.275681972	18684
43989	13.4642786414	18684
43958	13.5422662689	18685
43389	13.7883152916	18686
42837	14.0344074655	18687
42964	14.0602353669	18688
42624	14.2393536276	18688
42098	14.484192347	18689
41666	14.7011167522	18690
41743	14.7397791607	18691
41444	14.9115409781	18691
41087	15.1062714621	18692
41137	15.1521921267	18693
40790	15.3451250087	18693
40454	15.5363575184	18694
40150	15.7174806186	18694
40228	15.7496120524	18695
39996	15.9031916498	18696
39767	16.0566151013	18696
39289	16.3138293544	18697
39319	16.3624835783	18698
38755	16.6618836167	18698
37864	17.1159672767	18699
37934	17.1455700205	18700
36890	17.6930060942	18701
35906	18.2410819005	18702
34980	18.7881187049	18702
34909	18.8899069618	18703
34052	19.4297789985	18704
33139	20.0305994636	18705
33157	20.0845004234	18706
32575	20.5085640241	18706
31743	21.112324183	18707
30866	21.7795718247	18708
30925	21.8045632482	18709
29969	22.568068128	18709
28949	23.4328496403	18710
28000	24.2982805566	18711
27954	24.408873321	18712
27199	25.1582506967	18712
26164	26.2273744085	18713
25248	27.2547230614	18714
25347	27.223033802	18715
24264	28.5154258233	18715
23508	29.5114727935	18716
23496	29.6048158477	18717
23035	30.2763500081	18718
23050	30.3348755749	18719
23093	30.3557137419	18719
23304	30.1567468418	18720
23292	30.2474724691	18721
23293	30.3206391093	18722
23344	30.3279911466	18722
23491	30.2106467162	18723
23495	30.2772466192	18724
23494	30.3496073377	18725
23482	30.4355600531	18725
23624	30.3219846981	18726
23583	30.4435451106	18727
23549	30.5558072019	18728
23586	30.5754477114	18728
23714	30.4770069492	18729
23680	30.5868496476	18730
23674	30.6601027718	18731
23738	30.642175068	18731
23214	31.3994495157	18731
22835	31.9866898374	18731
22339	32.7638593458	18731
21908	33.4760986907	18731
21386	34.3619088309	18731
20918	35.2003183072	18731
20395	36.1737662776	18731
19792	37.3481739414	18731
19255	38.4634486286	18731
18504	40.1005216781	18731
17973	41.3628365311	18731
17477	42.6158080358	18731
17007	43.8741017698	18731
16496	45.3155626248	18731
16438	45.5574057703	18732
16523	45.4038814677	18733
16769	44.8167899475	18734
16793	44.8309427931	18734
16759	44.9995990864	18735
16777	45.028292135	18736
16800	45.0428737204	18736
16961	44.6901875459	18737
17006	44.6459930744	18738
17124	44.4112860244	18739
17157	44.3980708467	18739
17177	44.4179073597	18740
17206	44.4138705761	18741
17449	43.8646227584	18742
17494	43.8203236968	18743
17519	43.8256742929	18743
17538	43.8454582266	18744
17659	43.6112930885	18745
17894	43.103421685	18746
17898	43.1581270838	18746
17795	43.4721280689	18747
17810	43.4991470501	18748
17888	43.3723237324	18748
17825	43.5881946595	18749
18030	43.1539785382	18750
18003	43.2796873088	18751
18077	43.1627811632	18751
18082	43.2106225861	18752
18089	43.2531896701	18753
18114	43.2522410597	18754
18359	42.7325564879	18755
18376	42.7500415653	18755
18464	42.6026027326	18756
18501	21.3702312754	18757
18446	21.8727268752	18758
18346	22.4242684217	18758
18283	22.9269829381	18759
18481	23.0944261566	18760
18375	23.6356791658	18761
18384	24.0248960109	18761
18238	24.6144783474	18762
18164	25.1071951717	18763
18155	25.5061367282	18763
18106	25.9568322912	18764
18284	26.0765306766	18765
18253	26.4885186844	18766
18264	26.8349435158	18766
18209	27.2745625507	18767
18155	27.7105907958	18768
18095	28.1539939339	18769
18177	28.372550304	18769
18281	28.5505535728	18770
18276	28.8938350229	18771
18228	29.3023701734	18772
18270	29.5629297282	18773
18208	29.9889824984	18773
18210	30.3075110583	18774
18299	30.4769621596	18774
18391	30.6364963157	18775
18397	30.9352200915	18776
18391	31.2510470765	18776
18416	31.5109557487	18777
18518	31.6351709382	18777
18692	31.632919071	18778
18779	31.7745613575	18778
18883	31.883565438	18779
19121	31.7646814651	18780
19283	31.7710454796	18780
19299	32.0153560682	18781
19435	32.0578074115	18781
19513	32.1928747567	18782
19682	32.17526928	18782
19678	32.4385993361	18783
19721	32.6220711023	18784
19942	32.5099742743	18785
19958	32.7312249485	18786
19947	32.9948550217	18786
20068	33.0381950686	18787
20056	33.2986122962	18788
20154	33.3744446168	18789
20267	33.4231021696	18789
20252	33.6811205667	18790
20243	33.9278456155	18791
20557	33.6362630198	18792
20538	33.8927131806	18792
20567	34.0684426324	18793
20584	34.2621752233	18794
20592	34.4692111528	18795
20619	34.6427262137	18795
20542	34.9906675306	18796
20610	35.0912319787	18797
20612	35.3024880904	18797
20807	35.1829948422	18798
20774	35.4493041508	18799
20862	35.5080609793	18800
20933	35.5939904632	18800
20882	35.886590906	18801
20982	35.9190718897	18802
21109	35.9041142087	18802
21121	36.0836200951	18803
21194	36.1574474886	18804
21332	36.1192920575	18804
21518	36.0000884404	18805
21650	35.9713996029	18806
21773	35.9569093905	18807
21836	36.0403557865	18808
21969	36.0072556969	18808
22002	36.1371098291	18809
22044	36.2508346351	18810
22191	36.1911512154	18810
21864	36.9146683112	18810
21397	37.9056460677	18810
20790	39.2021418194	18810
20221	40.499423789	18810
19618	41.9434368489	18810
18967	43.5880889981	18810
18534	44.8152546934	18810
17955	46.4749952452	18810
17889	46.8608285353	18811
17969	46.8646358223	18812
18208	46.4581841401	18813
18223	46.6275323719	18813
18312	46.6065741696	18814
18568	46.1659323273	18815
18688	46.0692463925	18816
18708	46.2186730398	18817
18954	45.8140664995	18818
19105	45.6448534294	18818
19067	45.9282771536	18819
19349	45.4477554203	18820
19450	45.3988480281	18821
19499	45.4706175722	18821
19749	45.0777627955	18822
19831	45.072627239	18823
19896	45.1053150778	18824
20258	44.4753255366	18825
20267	44.6308199719	18826
20290	44.7545868011	18826
20509	44.4485114535	18827
20493	44.6545090537	18828
20483	44.8470302727	18829
20722	44.4978899957	18830
20666	44.7863965618	18830
20645	44.9994213546	18831
20924	44.5640207185	18832
20856	44.8738665638	18833
20884	44.9774261941	18833
21165	44.5412393032	18834
21154	44.7248643187	18835
21138	44.9187269915	18836
21377	22.5235754166	18837
21305	22.8278093992	18837
21308	23.048055042	18838
21564	22.9908548135	18839
21495	23.2775358698	18840
21393	23.5983218915	18841
21410	23.7852784474	18841
21507	23.8789881548	18842
21514	24.0684911413	18843
21453	24.3312297132	18844
21703	24.2396446598	18845
21611	24.5290521182	18846
21602	24.7223948054	18846
21766	24.7148149606	18847
21691	24.9766206515	18848
21633	25.2175279984	18849
21930	25.0448355673	18850
21838	25.31720122	18850
21834	25.4861165437	18851
21862	25.6150099907	18852
22020	25.5891474312	18853
21853	25.941444259	18854
21945	25.9864583299	18854
22067	25.9934617763	18855
21962	26.2669318938	18856
21851	26.5481664143	18857
22085	26.4110388681	18858
22040	26.6073925638	18858
21902	26.9163775942	18859
21859	27.1089968601	18860
21996	27.0770654567	18861
21883	27.3526568997	18861
21770	27.6292918784	18862
21921	27.5709375284	18863
21808	27.8447166351	18864
21794	27.991910936	18864
21605	28.3655504742	18865
21749	28.3040324694	18866
21616	28.6036510606	18867
21674	28.6506787738	18867
21750	28.6721832356	18868
21721	28.8307504675	18869
21690	28.9909504293	18869
21676	29.127310498	18870
21842	29.0212873589	18871
21836	29.1432702313	18871
21813	29.2867849516	18872
22103	29.0125368404	18873
22140	29.0726009833	18873
22123	29.2023246327	18874
22068	29.3815274639	18875
22349	29.1159985429	18876
22315	29.263241249	18877
22289	29.3992263371	18877
22320	29.4589738711	18878
22530	29.2829339487	18879
22574	29.3231332122	18880
22517	29.493824437	18881
22708	29.340365678	18882
22671	29.4820056384	18882
22702	29.5343765334	18883
22670	29.6678432054	18884
22887	29.4765015568	18885
22923	29.5190785075	18885
22833	29.7237242741	18886
22908	29.7135025245	18887
23157	29.4792733104	18888
23107	29.6276441646	18888
23058	29.7745060953	18889
23271	29.5842726377	18890
23349	29.5666375551	18891
23313	29.6928020861	18892
23277	29.8185558345	18892
23459	29.6656461158	18893
23455	29.7483767759	18894
23464	29.813848917	18895
23668	29.6323550329	18895
23892	29.4285836543	18896
23953	29.4267870445	18897
24121	29.2937753572	18898
24246	29.2136409897	18898
24527	28.9483597577	18899
24578	28.956905724	18900
24603	28.9953824441	18901
24633	29.0272536291	18901
24852	28.8374328039	18902
24881	28.8691062246	18903
24947	28.8572414937	18904
25070	28.779266038	18904
25233	28.6559751407	18905
25248	28.7009610119	18906
25281	28.7248653521	18907
25287	28.7788500657	18907
24748	29.4672066715	18907
24329	30.0367647574	18907
35032	20.9026323603	18907
34677	21.1593940213	18907
34224	21.4824243194	18907
33709	21.8538590624	18907
33185	22.2424651794	18907
32499	22.7560253294	18907
32166	23.0357356984	18907
31775	23.3634802412	18907
31284	23.774758685	18907
30591	24.358553913	18907
29977	24.9032140733	18907
29671	25.2058600005	18908
29740	25.1927012904	18908
29830	25.1614944985	18909
30090	24.9881204009	18910
30109	25.0159937941	18911
30160	25.0168951012	18911
30151	25.0672173528	18912
30153	25.1080498654	18913
30350	24.9869441065	18914
30356	25.02351997	18914
30389	25.0374742481	18915
30444	25.0329579344	18916
30599	24.9463312229	18916
30650	24.9446059958	18917
30991	24.7091619874	18918
31103	24.6587562978	18919
31221	24.6036724573	18919
31246	24.6217637278	18920
31452	24.4977272878	18921
31780	24.2814358187	18922
31899	24.2269747532	18922
31921	24.2460866593	18923
32049	24.1846336587	18924
32257	24.0635626912	18924
32278	24.0824859656	18925
32607	23.8734578578	18926
32686	23.849370092	18927
32887	23.7367526965	18927
32981	23.7018937215	18928
33114	23.6391047085	18929
33245	23.5779859778	18930
33605	23.3568437884	18931
33698	23.3234961773	18931
33831	23.2625563666	18932
33965	11.6461811444	18933
34006	11.8700313861	18933
34028	12.0953303895	18934
34173	12.2715249031	18935
34408	12.4094858776	18936
34434	12.6177611717	18936
34425	12.8350069576	18937
34367	13.0674039452	18938
34295	13.302610643	18938
46413	9.98055068553	18939
46662	10.075336563	18940
46591	10.2367818921	18941
46757	10.3439339067	18942
46735	10.4903745469	18942
46742	10.6284434	18943
46823	10.7476239014	18944
46700	10.9120950656	18945
46587	11.0733538971	18945
46815	11.1519256441	18946
46777	11.292018693	18947
46674	11.4467367728	18948
46662	11.5780405737	18949
46954	11.6321860396	18949
47372	11.6532247474	18950
48026	11.6152350857	18950
48410	11.6415980418	18951
48836	11.6563160683	18952
37858	15.184883101	18952
38288	15.1597311709	18953
38690	15.1447114537	18953
39664	14.9105010426	18954
40453	14.7534400475	18954
41200	14.6160838028	18955
42158	14.4099970343	18956
43103	14.2162766788	18956
43573	14.182783171	18957
44547	13.9889222282	18957
45404	13.8379790118	18958
46492	13.623692478	18958
46996	13.5850895525	18959
47977	13.4117816384	18960
48862	13.2706435387	18961
49786	13.1234720608	18962
50713	12.9801609147	18962
51936	12.7681026658	18963
52910	12.624264264	18964
54245	12.4018914414	18964
55241	12.2643917335	18965
56477	12.0796170133	18966
57440	11.9587586254	18966
58881	11.745208664	18967
59803	11.6415027092	18968
60942	11.4993467245	18969
61907	11.3938559859	18969
62442	11.3688885139	18970
63696	11.2158351899	18971
64591	11.129771911	18971
65629	11.0215674035	18972
66473	10.948180516	18973
68023	10.7633516173	18974
68935	10.6843566185	18975
70078	10.5720888694	18975
70994	10.4965220324	18976
71810	10.4370462543	18977
72952	10.3321895769	18978
73969	10.2475268227	18978
74799	10.1902559027	18979
75691	10.1256319642	18980
76880	10.0233411771	18980
77795	9.95882907454	18981
78711	9.89540836613	18982
79883	9.8016594844	18983
80807	9.74015720565	18984
81951	9.65380020371	18984
82807	9.60285222105	18985
83666	9.55235833942	18986
84831	9.46837333864	18986
85241	9.46956963202	18986
85649	9.47074604252	18986
85768	9.50360152793	18986
73661	11.1189200653	18986
74009	11.1194290971	18986
74293	11.1292629944	18986
74752	11.1127000731	18986
73804	11.3076356932	18986
72445	11.5726848263	18986
72391	11.6340432213	18987
73556	11.5014355767	18988
73928	11.4947259901	18988
74571	11.4461087314	18989
75610	11.3384053972	18990
76265	11.2899691193	18991
76445	11.3120017812	18992
77459	11.2116924419	18993
78465	11.1149076076	18993
78521	11.1537091738	18994
79550	11.0553639046	18995
80237	11.0060548005	18996
80520	11.0123751513	18996
82429	10.8011169264	18997
82891	10.7842764495	18998
83341	10.7689996523	18999
84786	10.6275170761	19000
85118	10.6277875098	19001
85522	10.6189451808	19001
86591	10.5285429597	19002
86680	10.5582265602	19003
86711	10.594776108	19004
88013	10.4776212142	19005
88082	10.5088095603	19005
88092	10.5468605841	19006
89418	10.428976917	19007
89352	10.475084526	19008
89587	10.4857698826	19008
90674	10.3976347929	19009
90740	10.4274774059	19010
90833	10.4540341826	19011
91825	5.24394802192	19012
91499	5.31574725099	19012
91081	5.39242065367	19013
92136	5.38132693862	19014
91783	5.45187912961	19015
91684	5.50672022939	19015
91457	5.56854153	19016
92112	5.57587228672	19017
91748	5.64425307771	19018
91962	5.67644626312	19018
92285	5.70095421071	19019
91903	5.76844032537	19020
91601	5.8306446041	19021
92563	5.81206796639	19022
92228	5.87465571267	19022
91836	5.94070667397	19023
92881	5.91373141717	19024
92527	5.97573870468	19025
92204	6.03557434307	19025
91947	6.09085311887	19026
92602	6.0853269557	19027
92153	6.15214806263	19028
92329	6.17696982917	19028
92698	6.18825047003	19029
92302	6.25029991129	19030
91880	6.31415882506	19031
92736	6.29020906085	19032
92640	6.33061391188	19032
92244	6.39135066115	19033
92359	6.41645014828	19034
93017	6.40343806067	19035
92681	6.45871071153	19035
92349	6.51367499013	19036
92984	6.50030457559	19037
92588	6.55894383421	19038
92669	6.58362269041	19038
92093	6.65501021239	19039
92668	6.64335750726	19040
92102	6.71363148331	19041
92376	6.72271252198	19041
92711	6.72695344188	19042
92607	6.76272248735	19043
92470	6.80065470839	19043
92478	6.8276403498	19044
93109	6.8084290076	19045
93278	6.82278375396	19045
93142	6.85916053767	19046
94687	6.772920348	19047
95041	6.77298123599	19047
94962	6.80363375343	19048
95016	6.82448540826	19048
96134	6.7692733663	19049
95950	6.80618259242	19050
95745	6.84446669823	19051
95982	6.85095665764	19051
96465	6.8396708015	19052
96646	6.84958371776	19053
96649	6.87184575629	19054
97472	6.83586790254	19055
97363	6.86535294572	19055
97770	6.85828313019	19056
97580	6.89296010953	19057
98660	6.83837268879	19058
98929	6.84037149033	19058
98521	6.88916258404	19059
98769	6.89206555019	19060
99809	6.84003601165	19061
99796	6.86051256085	19061
99825	6.87790047335	19062
100078	6.87964964297	19063
100296	6.88359958232	19064
100212	6.90809976133	19065
100294	6.92098068696	19065
101252	6.87366984834	19066
101259	6.89118714094	19067
101308	6.90566200462	19068
101883	6.88422355064	19068
102744	6.84375343805	19069
102733	6.86154230757	19070
102866	6.86954158017	19071
102825	6.88899743221	19071
104029	6.82563279269	19072
104131	6.83514299411	19073
104319	6.838840024	19074
104387	6.85024005408	19074
105149	6.81619094183	19075
105196	6.82858782101	19076
105255	6.84005136909	19077
105720	6.82505025982	19077
106468	6.79194166252	19078
106496	6.80485837819	19079
106468	6.82122107029	19080
106556	6.83001740862	19080
104468	6.98111472637	19080
102943	7.09920267684	19080
100748	7.26872887579	19080
98009	7.48699909867	19080
95697	7.68324593299	19080
93745	7.85877581661	19080
91617	8.0570802157	19080
89110	8.29982589348	19080
87467	8.47196084693	19080
85554	8.67784342075	19080
83423	8.9162375865	19080
80507	9.25636734749	19080
77935	9.57943923872	19080
76626	9.76082695248	19081
76958	9.73623398793	19081
77487	9.68701387746	19082
78285	9.60519780991	19083
78094	9.64551730956	19084
78551	9.6059901402	19084
78684	9.60617595653	19085
78760	9.6131768556	19086
79758	9.50882216036	19087
79832	9.51579515488	19087
79892	9.52429396645	19088
80117	9.51301923098	19089
80417	9.49281968831	19089
80180	9.5360883843	19090
81268	9.42330477943	19091
81144	9.45249052618	19092
81135	9.46820671794	19092
80853	9.51583025415	19093
81190	9.49075517018	19094
82087	9.40119657347	19095
82029	9.42189176192	19095
81720	9.47150663853	19096
81508	9.51005560955	19097
81708	9.50054741469	19097
81453	9.54399427942	19098
82400	9.44774783632	19099
82289	9.47384448902	19100
82551	9.4569824827	19100
82340	9.49435302631	19101
82198	9.52381178028	19102
82115	9.54640695319	19103
83020	9.45506979104	19104
82981	9.47214938156	19104
82794	9.50611026014	19105
82733	9.52559888477	19106
82668	9.54548251959	19106
82898	9.53126375793	19107
83099	4.7783893256	19108
83710	4.83978278242	19109
83513	4.94577797114	19109
83073	5.06523479615	19110
82648	5.18329660238	19111
82220	5.30113040894	19111
82330	5.38322321199	19112
82933	5.43114286416	19113
82032	5.5774019419	19114
81229	5.71864214451	19115
80066	5.88774786334	19115
79223	6.03608282155	19116
78144	6.20506242154	19117
77089	6.37558996222	19118
76008	6.55192475888	19118
76044	6.63332303266	19119
75253	6.78734775887	19120
74080	6.97939191132	19121
73190	7.14882509414	19122
72143	7.33735017225	19122
71296	7.50930956929	19123
70693	7.6579117646	19123
70563	7.75578967704	19124
69717	7.93377473366	19125
68926	8.10875934886	19125
68292	8.26787668606	19126
67620	8.43385484371	19126
66921	8.60579449399	19127
66345	8.76425974487	19127
65355	8.98122798937	19128
65377	9.06159504173	19129
64675	9.24347078735	19129
63936	9.43403155898	19130
63337	9.60701498479	19130
62805	9.77212830812	19131
62186	9.95324454407	19131
61302	10.1811113939	19132
60265	10.4413787328	19133
60295	10.5205259308	19134
59277	10.7863043537	19135
58401	11.0337941726	19135
57423	11.3081969205	19136
56400	11.6006842589	19137
55309	11.9179423807	19137
54345	12.2186782383	19138
53385	12.5286723103	19139
52758	12.7682541311	19139
52790	12.8505010603	19140
51797	13.1879275908	19141
50690	13.5683496853	19142
50087	13.8245911813	19142
48985	14.229941593	19143
48049	14.6026855928	19144
47122	14.9867398368	19144
46506	15.2826821435	19145
45569	15.6957314871	19146
45562	15.7963394588	19147
44583	16.2429409483	19148
43657	16.6886857807	19148
43104	17.0046880254	19149
42175	17.4827711116	19150
41330	17.9452170463	19151
40748	18.307410769	19151
39823	18.8403679683	19152
38909	19.3925582288	19153
38004	19.9659513278	19153
37944	20.1086674315	19154
37227	20.6086235844	19155
36368	21.2100818496	19156
35450	21.8763534331	19157
34509	22.5924544402	19157
33718	23.2441856841	19158
