RTT	Window	ACK
23273	28.9016696089	23367
23359	28.9989302484	23367
23264	29.320411525	23368
23208	29.5933031193	23369
23493	29.4326249904	23370
23401	29.7461024445	23370
23446	29.8850831536	23371
23422	30.1106914352	23372
23412	30.3173584512	23373
23418	30.5021082842	23373
23323	30.8184321234	23374
23356	30.965503129	23375
23339	31.1776376245	23375
23572	31.0560229799	23376
23575	31.2374907499	23377
23625	31.3553087047	23378
23697	31.4423345726	23378
23618	31.7293501269	23379
23675	31.8333248739	23380
23788	31.8605997491	23380
23787	32.0394391907	23381
23790	32.2118933196	23382
23879	32.2667087471	23382
24085	32.1631680739	23383
24177	32.2116392192	23384
24271	32.2561817873	23385
24265	32.4326070041	23386
24345	32.4930540319	23386
24341	32.6645861082	23387
24315	32.8650379887	23388
24400	32.9146654353	23388
23943	33.7093224724	23388
23414	34.6402626168	23388
22763	35.8042669431	23388
22093	37.0677974217	23388
21321	38.5932340932	23388
20527	40.2755046537	23388
19824	41.8990077929	23388
18988	43.9466262707	23388
18789	44.6161776395	23389
18832	44.7170051557	23390
19109	44.2676548654	23391
19046	44.6127020063	23391
19096	44.6931077814	23392
19356	44.2864761032	23393
19407	44.3624504861	23394
19399	44.5723457512	23395
19666	44.1553857638	23396
19804	44.0337772555	23396
19715	44.4186893476	23397
19941	44.0985216202	23398
19975	44.2056367533	23399
20133	44.0387211066	23399
20474	43.4815247362	23400
20722	43.1346043227	23401
20919	42.8995338586	23402
21447	42.0096584474	23403
21632	41.8145723174	23404
21823	41.6107119183	23404
22283	40.9098649823	23405
22468	40.7292528947	23406
22685	40.4937941845	23407
23216	39.717663529	23408
23405	39.5452113372	23408
23595	39.3733017108	23409
24161	38.5935006628	23410
24333	38.4617334918	23411
24620	38.1522570527	23411
25076	37.5943264417	23412
25290	37.4104302016	23413
25505	37.2276828522	23414
25984	18.5301135961	23415
26066	18.6582705152	23415
26227	18.7252814594	23416
26689	18.5759973472	23417
26720	18.7256973623	23418
26660	18.9361928066	23419
26703	19.0706217114	23419
26839	19.1350422239	23420
26875	19.2673309177	23421
26808	19.4709740017	23422
27170	19.3622748639	23423
27110	19.5535723101	23424
27129	19.685693265	23424
27339	19.6767497872	23425
27278	19.8609824237	23426
27231	20.0334465569	23427
27528	19.9518033998	23428
27506	20.1002341395	23428
27555	20.1946604469	23429
27636	20.2632562027	23430
27880	20.2106537459	23431
27826	20.3729742468	23432
27919	20.425976147	23432
28043	20.454221054	23433
27940	20.6468990069	23434
27866	20.8176266532	23435
28226	20.6649115497	23436
28229	20.7739180313	23436
28163	20.932517916	23437
28265	20.964994246	23438
28462	20.9256950245	23439
28377	21.0930750585	23439
28262	21.2826298278	23440
28461	21.2354633204	23441
28388	21.3906432429	23442
28457	21.4378081646	23442
28313	21.6451000599	23443
28532	21.5752278907	23444
28452	21.7312147239	23445
28595	21.7162025439	23445
28727	21.7084967234	23446
28760	21.7744343151	23447
28794	21.8383592002	23447
28884	21.8585923817	23448
29119	21.7687062912	23449
29321	21.7036406934	23449
29438	21.7009525155	23450
29893	21.4519821291	23451
30032	21.4327179598	23451
30068	21.4860658457	23452
30088	21.5498387421	23453
30429	21.384647916	23454
30430	21.4593896967	23455
30437	21.5290388615	23455
30513	21.5489888508	23456
30770	21.4411602816	23457
30854	21.4539576435	23458
30859	21.5208673271	23459
31112	21.4149210535	23460
31119	21.4784070769	23460
31191	21.4962462268	23461
31184	21.5677913503	23462
31424	21.4685810568	23463
31511	21.4739562891	23463
31420	21.6003117871	23464
31541	21.5807018114	23465
31856	21.4292921914	23466
31726	21.5787043344	23466
31595	21.7294053346	23467
31829	21.6298221293	23468
31821	21.6948373802	23469
31643	21.8761904697	23470
31480	22.0484918729	23470
31716	21.9424389025	23471
31552	22.1142297565	23472
31398	22.2801500411	23473
31453	22.2979868031	23473
31614	22.2403909872	23474
31402	22.4463355862	23475
31276	22.592248222	23476
31102	22.7739032678	23476
31325	22.6661267287	23477
31169	22.833675411	23478
30992	23.0179851017	23479
30839	23.1858470977	23479
30981	23.1324966929	23480
30794	23.3257203343	23481
30590	23.533887007	23482
30548	23.6184430919	23482
30657	23.5860071346	23483
30446	23.8008889058	23484
30262	23.9968713557	23485
30063	24.2068583179	23485
28985	25.1597181545	23485
28236	25.880593915	23485
27376	26.7482837831	23485
26722	27.4584352397	23485
26042	28.2318750445	23485
25404	28.9982575632	23485
24633	29.9645275435	23485
23781	31.0982745545	23485
23096	32.0820693832	23485
22474	33.032596986	23485
21831	34.069421955	23485
20887	35.6754212071	23485
20118	37.1072496409	23485
19663	38.0350440968	23486
19625	38.1773725543	23486
19651	38.1948695176	23487
19881	37.819654085	23488
19816	38.0100200418	23489
19906	37.9036248494	23489
19883	38.01245639	23490
19882	38.0788163963	23491
20156	37.6242187752	23492
20133	37.7297954705	23492
20115	37.8256925143	23493
20086	37.9420178909	23494
20078	38.01836782	23494
19990	38.2467320546	23495
20266	37.7855343508	23496
20246	37.882114844	23497
20288	37.8623451198	23497
20299	37.8999768185	23498
20428	37.7179615555	23499
20752	37.1850438665	23500
20786	37.1796530189	23500
20713	37.3658732318	23501
20752	37.3502951102	23502
20899	37.1414106766	23502
20866	37.2536414261	23503
21111	36.873754932	23504
21170	36.8228866711	23505
21276	36.6906648773	23505
21302	36.6966555643	23506
21341	36.6798797299	23507
21365	36.6885159763	23508
21635	36.2794885837	23509
21606	36.3767089782	23509
21624	36.3945405308	23510
21694	18.2337301821	23511
21621	18.6694550352	23511
21554	19.095291013	23512
21564	19.4469866682	23513
21782	19.6026806572	23514
21782	19.9467444765	23514
21719	20.3437135464	23515
21619	20.7728142552	23516
21540	21.1798064996	23516
21539	21.5064440767	23517
21756	21.6094573775	23518
21669	22.0103329703	23519
21725	22.2624311933	23520
21672	22.6221693637	23520
21692	22.9022082521	23521
21717	23.1724452703	23522
21665	23.5215711776	23523
21614	23.8676014622	23523
21838	23.906832083	23524
21875	24.1465946699	23525
21821	24.4839829583	23526
21871	24.7018668213	23527
21835	25.0138613832	23527
21845	25.2706139955	23528
21969	25.3918375996	23528
22075	25.5297740069	23529
22071	25.7916656024	23530
22080	26.0357474835	23530
22117	26.2438751671	23531
22188	26.4083687644	23531
22436	26.3598731215	23532
22598	26.4103420763	23532
22795	26.4173131245	23533
23148	26.2440234565	23534
23362	26.2290974098	23534
23386	26.4254858083	23535
23535	26.4782034628	23535
23647	26.5699496363	23536
23854	26.5528930447	23536
23773	26.8558814036	23537
23866	26.9612439314	23538
24157	26.8423307773	23539
24177	27.024245358	23540
24172	27.2324549257	23540
24240	27.3566080879	23541
24282	27.5080233181	23542
24353	27.6245473345	23542
24380	27.7890592187	23543
24501	27.8445994066	23544
24605	27.9175409649	23544
24970	27.6960204783	23545
25008	27.8389629927	23546
25133	27.8833878999	23547
25270	27.9129181843	23547
25180	28.1928568939	23548
25256	28.2864997726	23549
25286	28.4300837422	23549
25314	28.5744823861	23550
25212	28.865556221	23551
25541	28.6658888479	23552
25517	28.8641346355	23553
25560	28.9855572689	23553
25655	29.0465829338	23554
25663	29.2048588053	23555
25738	29.2856435626	23556
25779	29.4037515634	23556
25696	29.6630195855	23557
25702	29.8194385261	23558
25637	30.0579034089	23558
25803	30.0254663355	23559
25835	30.148151264	23560
25896	30.2357879438	23561
25900	30.3889144138	23562
26014	30.412031233	23562
26019	30.5616427944	23563
26018	30.717488386	23564
26090	30.7861854615	23564
25488	31.66963218	23564
24986	32.4645772751	23564
24395	33.4127852366	23564
23744	34.4942204738	23564
23101	35.6234720594	23564
22552	36.6631046313	23564
21964	37.8208229768	23564
21303	39.1751746092	23564
20619	40.6607086784	23564
20287	41.5142713479	23565
20503	41.2622345647	23566
20430	41.5948165932	23566
20430	41.7791372594	23567
20637	41.5417372718	23568
20614	41.7691614867	23569
20523	42.1354566178	23570
20759	41.8346974738	23571
20866	41.7967614987	23571
20782	42.1422576286	23572
21054	41.7713592959	23573
21125	41.8032103682	23574
21103	42.0185019751	23574
21326	41.7483478911	23575
21372	41.8266638208	23576
21380	41.978447148	23577
21708	41.508414539	23578
21675	41.7354563904	23579
21663	41.9218681509	23579
21930	41.5721415149	23580
21907	41.7760112401	23581
21913	41.9241377767	23582
22284	41.3824661606	23583
22251	41.5997916361	23583
22202	41.8473129708	23584
22563	41.3304196236	23585
22548	41.5101007881	23586
22506	41.7394768717	23586
22713	41.5090537229	23587
22671	41.7356667026	23588
22653	41.9181250566	23589
22941	20.9897357183	23590
22883	21.2553230659	23590
22811	21.5311501275	23591
23135	21.4313351553	23592
23050	21.7088859936	23593
23042	21.9112115924	23593
22958	22.1832085856	23594
23176	22.1610609283	23595
23103	22.414791645	23596
23195	22.5055982431	23596
23325	22.5557367346	23597
23247	22.8045326805	23598
23172	23.0490625056	23599
23474	22.9182264281	23600
23407	23.1472528332	23600
23329	23.3859461662	23601
23641	23.233927827	23602
23555	23.4734525633	23603
23470	23.7112951312	23603
23386	23.9474759138	23604
23597	23.880724107	23605
23505	24.1199276926	23606
23589	24.1770930246	23606
23723	24.1806871842	23607
23670	24.3732649942	23608
23612	24.5699183824	23609
23891	24.4162583177	23610
23937	24.500483469	23610
23849	24.7206906112	23611
23873	24.8237305427	23612
24115	24.699506452	23613
24048	24.8918732308	23613
23942	25.1245247541	23614
24143	25.035178754	23615
24042	25.2591087148	23616
24037	25.3816088155	23616
23874	25.6714356827	23617
24081	25.564829263	23618
23985	25.7802329321	23619
24052	25.8197776455	23619
24162	25.8117118016	23620
24138	25.9456227271	23621
24131	26.0601110971	23621
24166	26.1278872908	23622
24366	26.0168274017	23623
24448	26.0313981922	23623
24474	26.1042710958	23624
24813	25.8456256394	23625
24925	25.8259141284	23625
24920	25.92643132	23626
25004	25.9332629	23626
25352	25.6688752681	23627
25338	25.7736687877	23628
25342	25.8591849113	23629
25426	25.8620515187	23629
25616	25.7569036488	23630
25691	25.7671895989	23631
25685	25.8577777107	23632
25985	25.6419363555	23633
25955	25.7534717339	23633
26035	25.7551120276	23634
26056	25.8142096825	23635
26329	25.6247426593	23636
26403	25.6300841255	23636
26329	25.7786922003	23637
26398	25.7868937922	23638
26675	25.5931454278	23639
26671	25.6702677636	23639
26688	25.7264094256	23640
26950	25.5473683477	23641
27175	25.405611912	23642
27238	25.4157608225	23643
27288	25.4372924735	23643
27562	25.2511726103	23644
27577	25.3035035974	23645
27611	25.3376844868	23646
27830	25.2024918437	23646
28023	25.0920530721	23647
28026	25.1518884565	23648
28045	25.1967289779	23649
28045	25.2580196458	23649
28364	25.0339780634	23650
28412	25.0510444573	23651
28449	25.0771890915	23652
28497	25.0930276354	23652
28669	24.9996742594	23653
28686	25.0414879878	23654
28717	25.070502032	23655
28954	24.9203672539	23655
29178	24.7832080652	23656
29208	24.8113598276	23657
29201	24.8704415914	23658
29190	24.9324883519	23658
28528	25.5644662519	23658
28076	26.0298198163	23658
27493	26.6362309235	23658
26707	27.4756915663	23658
26045	28.2305081992	23658
25490	28.9023514684	23658
24878	29.671417241	23658
24052	30.7499370268	23658
23556	31.4576753014	23658
22978	32.310219167	23658
22338	33.2983833906	23658
21518	34.6315812829	23658
20887	35.7434575128	23658
20528	36.4347781596	23659
20584	36.4011414323	23659
20677	36.3020575675	23660
20967	35.8631616611	23661
20962	35.9344064866	23662
21039	35.864828723	23662
21040	35.9245413005	23663
21053	35.963226578	23664
21322	35.5691134915	23665
21343	35.5931667903	23665
21339	35.6584138698	23666
21361	35.6797229403	23667
21455	35.5807075682	23667
21373	35.7742743954	23668
21634	35.3985916989	23669
21662	35.4082213672	23670
21647	35.4877328064	23670
21558	35.6889982159	23671
21713	35.4881597323	23672
21989	35.0955488256	23673
22007	35.1192056772	23673
21937	35.2833807039	23674
21929	35.3479690192	23675
21999	35.2866370362	23675
21936	35.4388660668	23676
22201	35.0657367557	23677
22211	35.0994187185	23678
22321	34.9752860951	23678
22339	34.9955247856	23679
22337	35.0467063937	23680
22324	35.1148184448	23681
22540	34.8251949446	23682
22370	35.136720064	23682
22287	35.3142591142	23683
22305	35.3320498782	23684
22326	35.3447079159	23684
22437	35.2151670457	23685
22429	17.7038376463	23686
22639	17.8955879993	23687
22619	18.2606108008	23687
22539	18.6691623506	23688
22470	19.0649353624	23689
22398	19.4597259676	23689
22347	19.8326740521	23690
22541	19.9822976422	23691
22408	20.4179505578	23692
22381	20.7550861336	23693
22297	21.1422352974	23693
22277	21.4659329969	23694
22454	21.5947447167	23695
22515	21.8293517476	23696
22561	22.073431899	23696
22859	22.066775305	23697
22978	22.2285786795	23698
23053	22.428029011	23699
23193	22.559501084	23700
23274	22.743767873	23700
23433	22.847426068	23701
23649	22.8914861675	23701
23847	22.9492928662	23702
23932	23.112108186	23703
24050	23.2392659825	23703
24126	23.4033753894	23704
24261	23.5067501147	23704
24347	23.6541821716	23705
24619	23.618539046	23705
24635	23.8265944893	23706
25067	23.6334582935	23707
25306	23.6237047804	23707
25532	23.6242457213	23708
25797	23.5872197578	23708
26174	23.448403698	23709
26406	23.4398419002	23709
26572	23.487975714	23710
26767	23.5084129463	23711
27472	23.0902413729	23712
27471	23.2747174538	23713
27577	23.3667408882	23713
27606	23.5220818577	23714
27706	23.61505061	23715
27749	23.7547109854	23715
27832	23.858295087	23716
27848	24.0176375785	23717
28017	24.0435289806	23717
28327	23.9481043165	23718
28381	24.068746183	23719
28412	24.2073646891	23720
28586	24.2227768313	23720
28494	24.4631743151	23721
28548	24.5777091232	23722
28548	24.737465132	23722
28586	24.8630943737	23723
28602	25.0066005222	23724
28846	24.9501774396	23725
28848	25.1025733603	23726
28848	25.2557527429	23726
29022	25.255670617	23727
29029	25.3999749089	23728
29112	25.4766357696	23729
29197	25.5502405732	23729
29167	25.7235908253	23730
29153	25.8822436155	23731
29124	26.0536332325	23731
29333	26.0117709413	23732
29365	26.126246558	23733
29483	26.16315357	23734
29520	26.2708919107	23735
29584	26.3535360423	23735
29763	26.3329453649	23736
29834	26.4071328275	23737
30033	26.3674021472	23737
30140	26.4078680426	23738
30201	26.4876520973	23739
30617	26.2584124212	23740
30708	26.3102169225	23740
30297	26.797863159	23740
29775	27.4000422223	23740
29214	28.0604714479	23740
28647	28.752127658	23740
27753	29.8183003227	23740
26787	31.0379713057	23740
25779	32.4009077713	23740
24620	34.0818086949	23740
23667	35.6153194983	23740
23176	36.5336619225	23741
23137	36.7585905244	23742
23158	36.8877310031	23742
23354	36.7385487619	23743
23296	36.9901144401	23744
23183	37.3305957758	23745
23505	36.9765055735	23746
23450	37.220238574	23746
23476	37.3351888904	23747
23817	36.9539345078	23748
23685	37.3133914723	23749
23420	37.8902023107	23750
23784	37.4619334347	23751
23739	37.6842376148	23751
23698	37.9003793531	23752
23995	37.5797464822	23753
23922	37.8427709479	23754
23919	37.9953010162	23754
24187	37.7198782219	23755
24156	37.9134871109	23756
24129	38.100719534	23757
24519	37.6366511224	23758
24526	37.7672962087	23758
24499	37.9499319609	23759
24885	37.4995870061	23760
24850	37.6903970881	23761
24949	37.6777809809	23761
25181	37.4658325671	23762
25180	37.6020261621	23763
25265	37.6092917685	23764
25548	37.3245057539	23765
25644	37.3156409173	23765
25751	37.2904489092	23766
26057	18.6820429235	23767
26026	18.8911504302	23768
26070	19.042064156	23768
26274	19.072025505	23769
26228	19.2801590957	23770
26175	19.4909193912	23771
26214	19.6301962745	23771
26352	19.691728926	23772
26261	19.9219013456	23773
26200	20.1277271537	23774
26419	20.116247867	23775
26327	20.3397854888	23775
26249	20.5513294664	23776
26503	20.5015370721	23777
26427	20.7056698256	23778
26476	20.8099139097	23778
26682	20.7884608402	23779
26616	20.9773740197	23780
26558	21.1587160204	23781
26664	21.207526661	23781
26811	21.2214481932	23782
26756	21.3935906451	23783
26688	21.575047994	23784
26953	21.4867916641	23785
26820	21.7160342938	23785
26715	21.9228053297	23786
26651	22.0954482562	23787
26836	22.0606392954	23788
26681	22.3053637118	23788
26505	22.5692178697	23789
26687	22.5287014937	23790
26495	22.8046571906	23791
26388	23.0087866517	23791
26162	23.318697676	23792
26357	23.2550738519	23793
26156	23.5421066002	23794
26154	23.6508623904	23794
26225	23.6921528367	23795
26178	23.8388821072	23796
26129	23.9866825652	23796
26089	24.1254449666	23797
26210	24.1143477511	23798
26155	24.2643338968	23798
26115	24.3997384707	23799
26318	24.307858753	23800
26294	24.4253222869	23800
26256	24.5549720471	23801
26323	24.5854407892	23801
26583	24.4359781993	23802
26757	24.3664473	23803
26733	24.4767643279	23804
27076	24.2530300547	23805
27048	24.3635988326	23806
27165	24.3428144039	23806
27149	24.4404323855	23807
27429	24.2724600265	23808
27408	24.3717531721	23809
27448	24.4159442453	23809
27334	24.5969561367	23810
27614	24.4250922384	23811
27560	24.5498230463	23812
27496	24.6832069604	23812
27787	24.4993657054	23813
27724	24.6290843328	23814
27701	24.7228760374	23815
27665	24.8277312214	23815
27848	24.7360476556	23816
27942	24.7233386736	23817
27939	24.795795344	23818
27942	24.8622273891	23818
28154	24.7429043291	23819
28171	24.7951487616	23820
28243	24.7982816959	23821
28344	24.7753744948	23821
28518	24.6886333953	23822
28507	24.7619826106	23823
28463	24.8635650773	23824
28460	24.9288878985	23824
28728	24.7578523323	23825
28675	24.8646624943	23826
28751	24.8592479376	23827
28783	24.8912879154	23827
28981	24.7799432998	23828
28988	24.8321117201	23829
29052	24.8348931429	23830
29315	24.6685293353	23831
29313	24.7261397071	23831
29269	24.8188086906	23832
29227	24.9095451767	23833
29480	24.7498720985	23834
29539	24.7539444657	23834
29475	24.8608338442	23835
29433	24.9490488217	23836
29705	24.7723878015	23837
29736	24.7978388429	23837
29201	25.3039211078	23837
28651	25.8419513204	23837
27833	26.6547820167	23837
27227	27.3021034198	23837
26642	27.9563612984	23837
26010	28.691262327	23837
25211	29.6574350325	23837
24563	30.4977045876	23837
24103	31.138217461	23837
23499	31.9980321571	23837
22693	33.1955744812	23837
22007	34.2927633149	23837
21468	35.2172028824	23837
20918	36.2077406508	23837
20807	36.4652665828	23838
20856	36.4432726703	23839
20865	36.4906748352	23839
21066	36.2045019851	23840
21011	36.3609227496	23841
20963	36.5054612134	23842
20912	36.6554164609	23842
20836	36.8497660924	23843
21153	36.3567850787	23844
21157	36.4086700382	23845
21156	36.4686761966	23845
21015	36.7715647564	23846
21018	36.824041446	23847
21330	36.341829956	23848
21392	36.2923116688	23848
21249	36.5922869062	23849
21250	36.6458568284	23850
21265	36.6748221895	23850
21336	36.6069795114	23851
21685	36.0707318713	23852
21831	35.8816412285	23853
21981	35.6881615447	23854
22157	35.4552522396	23854
22381	35.150075446	23855
22516	34.9883201087	23856
22917	34.4238620284	23857
23103	34.1937332818	23858
23351	33.8767344343	23858
23450	33.7793241189	23859
23644	33.5470512751	23860
23784	33.3938656112	23861
24198	32.8657282435	23862
24359	32.6910850021	23862
24601	32.4113460141	23863
24755	16.1873949176	23864
24838	16.4548114889	23865
24948	16.6960968185	23865
25057	16.9300660653	23866
25407	16.9937411166	23867
25458	17.2508251161	23868
25630	17.4193504889	23869
25639	17.6927915013	23869
25748	17.8918657272	23870
25947	18.0223538654	23871
26019	18.2354852594	23872
26298	18.2984816825	23873
26349	18.5154399288	23873
26202	18.8696489108	23874
26166	19.1429617668	23875
26131	19.4130842833	23875
26114	19.6672825914	23876
26049	19.9555472879	23877
26243	20.0426019921	23878
26382	20.1676108211	23878
26180	20.5529505878	23879
26095	20.8478006876	23880
25990	21.1583477996	23880
25947	21.4176837939	23881
25956	21.6321039009	23881
26153	21.6870754028	23882
26234	21.8351761139	23883
26235	22.047279138	23883
26247	22.2479815778	23884
26351	22.3681363715	23884
26423	22.5126519301	23885
26688	22.4906809462	23885
26813	22.5846630843	23886
27173	22.4799217505	23887
27310	22.558972616	23887
27484	22.6051384824	23888
27622	22.6786722851	23888
27707	22.7934672	23889
27837	22.8690442974	23889
28001	22.914618991	23890
28029	23.069660954	23891
28387	22.9530539064	23892
28423	23.0967726206	23893
28601	23.1234590919	23893
28525	23.3546927807	23894
28597	23.4638607964	23895
28630	23.6033900426	23895
28697	23.7132951356	23896
28697	23.8771597107	23897
28712	24.027340557	23898
29072	23.889362169	23899
29068	24.0511590693	23899
29192	24.1057920155	23900
29163	24.2856940955	23901
29203	24.4071470645	23902
29270	24.5046632532	23902
29356	24.5848538279	23903
29363	24.7299957303	23904
29453	24.8040500682	23905
29546	24.8742275097	23905
29733	24.8642269169	23906
29755	24.9913139845	23907
29571	25.2923418472	23908
29494	25.5034371105	23908
29216	25.8917227221	23909
29093	26.1465934375	23910
28932	26.4374944534	23910
28699	26.7979093303	23911
28565	27.0692824149	23912
28440	27.3337733655	23912
28678	27.25046883	23913
28653	27.4171532729	23914
28468	27.7384114458	23915
28422	27.9258844877	23916
28320	28.1688273566	23916
28189	28.4420347215	23917
28026	28.7498670283	23918
27849	29.0752005168	23918
27080	30.0467971098	23918
26000	31.4461568176	23918
25041	32.806755769	23918
24135	34.199677581	23918
23343	35.5261141792	23918
22721	36.6684927613	23918
21975	38.0880861378	23918
21371	39.3434531022	23918
20722	40.759328006	23918
20648	41.0888950177	23919
20652	41.2635722689	23920
20877	40.9987254132	23921
20815	41.3004569893	23922
20877	41.3561036111	23922
21159	40.9800883605	23923
21200	41.0749132978	23924
21155	41.3359959197	23925
21417	41.0011851512	23926
21479	41.0524941273	23926
21522	41.1390948772	23927
21833	40.7186279296	23928
21872	40.8105940905	23929
21883	40.9539052703	23930
22164	40.5957843015	23931
22558	40.0443943433	23931
22520	40.2692686338	23932
22993	39.594336262	23933
23099	39.5648097681	23934
23226	39.4992245383	23934
23579	39.0558154945	23935
23758	38.9078182564	23936
23847	38.9077769147	23937
24334	38.2708412012	23938
24363	38.3663247929	23939
24420	38.416963986	23939
24748	38.0456302357	23940
24745	38.1875892696	23941
24748	38.3197960337	23942
24829	38.3306873203	23942
25042	38.1389264018	23943
25043	38.2711942332	23944
25120	38.2867964351	23945
25416	19.1822710144	23946
25394	19.3904114783	23946
25358	19.6058914234	23947
25657	19.5595220693	23948
25515	19.8479742688	23949
25516	20.0233877477	23949
25720	20.0361160493	23950
25637	20.2699404346	23951
25547	20.5078576403	23952
25833	20.4425688804	23953
25765	20.6558857656	23953
25763	20.8141387646	23954
25778	20.9559474406	23955
25956	20.9625636304	23956
25877	21.1748793412	23957
25916	21.2887211716	23957
26033	21.3357882761	23958
26035	21.4746433827	23959
25955	21.6795786103	23960
26275	21.5505057957	23961
26243	21.7098691802	23962
26229	21.8526285087	23962
26170	22.0314262486	23963
26397	21.968516485	23964
26334	22.1460996918	23965
26427	22.190980187	23965
26531	22.2246067694	23966
26468	22.3967262042	23967
26385	22.5851295692	23968
26392	22.6954521561	23968
26513	22.706096859	23969
26370	22.9425381991	23970
26252	23.1579790883	23971
26554	23.0041896218	23972
26514	23.1472261375	23972
26468	23.2945826343	23973
26494	23.3773850145	23974
26718	23.2848496008	23975
26688	23.4133051393	23975
26708	23.4967124605	23976
26906	23.4227697978	23977
26843	23.5757372137	23977
26857	23.6602102676	23978
26881	23.7346059985	23978
27077	23.6565042048	23979
27193	23.6477964834	23980
27216	23.7188647435	23980
27543	23.5261957223	23981
27820	23.3789804407	23982
28025	23.2933750677	23982
28079	23.3328582457	23983
28398	23.1531519427	23984
28386	23.2444504451	23985
28480	23.2480717991	23985
28405	23.3891220894	23986
28692	23.2331730982	23987
28658	23.3379890172	23988
28765	23.3273108644	23988
28986	23.2241992135	23989
28971	23.3102107316	23990
28971	23.3834150805	23991
28989	23.4412856268	23991
29234	23.3158657248	23992
29331	23.3088216854	23993
29259	23.4356906443	23994
29236	23.5229796728	23995
29521	23.3633775215	23996
29652	23.3266728106	23996
29582	23.4478688463	23997
29559	23.5315011216	23998
29891	23.3341528502	23999
29594	23.6323483468	23999
29447	23.8140250042	24000
29715	23.6617559604	24001
29633	23.7893040266	24002
29525	23.9380175662	24002
29469	24.0447219214	24003
29804	23.834402428	24004
29718	23.9629208115	24005
29578	24.1356011203	24006
29408	24.3341594075	24006
29660	24.185393369	24007
29583	24.3059346304	24008
29755	24.2221568577	24009
29815	24.229496188	24009
29944	24.1804413672	24010
29914	24.2595645066	24011
29907	24.3196263925	24012
29949	24.3393336094	24012
30219	24.1747152493	24013
30294	24.1671062352	24014
30280	24.2300753987	24015
30305	24.2613763068	24016
30641	24.0456081329	24017
30650	24.0883612968	24017
29987	24.6714099949	24017
29482	25.1448865884	24017
28874	25.7258561115	24017
28239	26.3565355767	24017
27607	27.0128310698	24017
26821	27.8584537662	24017
26277	28.4898371213	24017
25694	29.1916777333	24017
24881	30.2022544979	24017
24055	31.2975090205	24017
23398	32.2356171878	24017
22790	33.1559724986	24017
22228	34.0556347147	24017
21559	35.1751572954	24017
21135	35.9442845264	24018
21150	35.9816782599	24018
21366	35.6796533626	24019
21239	35.9545891642	24020
21182	36.1125842535	24021
21142	36.2417614558	24021
21149	36.2901000526	24022
21149	36.3499407613	24023
21465	35.8732892465	24024
21528	35.8261433073	24024
21422	36.0610676461	24025
21420	36.121624715	24026
21394	36.2223219525	24026
21573	35.9776463431	24027
21631	35.9364585933	24028
21607	36.0312758021	24029
21601	36.0957636556	24030
21672	36.0313806975	24030
21752	35.9521125935	24031
22052	35.5151234687	24032
22023	35.6136597993	24033
22003	35.6974426754	24034
21998	35.7565779841	24034
21894	35.9772923043	24035
21885	36.042578453	24036
22186	35.6030049987	24037
22239	35.5670779228	24037
22157	35.7474319185	24038
22141	35.8216505748	24039
22155	35.8469998151	24039
22153	35.8978594435	24040
22442	35.4822318346	24041
22428	35.5507072787	24042
22450	17.8497961856	24043
22351	18.2861345051	24043
22309	18.6715155187	24044
22265	19.0534526281	24045
22489	19.1990878889	24046
22349	19.6509763387	24047
22329	19.994893724	24047
22213	20.4219772808	24048
22141	20.8069886604	24049
22080	21.179061398	24049
21954	21.6123093193	24050
22109	21.7658379768	24051
21976	22.2001576452	24052
22042	22.4312575916	24052
21880	22.8931390266	24053
21775	23.2969165832	24054
21660	23.7118367072	24054
21593	24.0739560176	24055
21786	24.1432481216	24056
21684	24.5373837637	24057
21641	24.864049317	24058
21550	25.2450083704	24058
21420	25.6728272502	24059
21347	26.0332165176	24060
21351	26.2980307157	24060
21343	26.5749137124	24061
21604	26.5150086954	24062
21613	26.7624367297	24062
21611	27.020910196	24063
21746	27.105160576	24063
21849	27.2258596041	24064
22004	27.278551324	24064
22095	27.4074889645	24065
22453	27.2058415203	24066
22566	27.3017521021	24066
22755	27.3032464505	24067
22901	27.3540886925	24067
23044	27.4060166864	24068
23192	27.4496030341	24068
23382	27.4415280792	24069
23473	27.5476098846	24069
23498	27.7289053935	24070
23796	27.5880402001	24071
23903	27.6684704651	24072
23934	27.8347943566	24073
24038	27.9141919101	24073
24069	28.0763777916	24074
24161	28.1654597761	24075
24158	28.3636087065	24075
24149	28.5675669178	24076
24518	28.3268077996	24077
24518	28.5147318053	24078
24689	28.5026266631	24078
24606	28.7835785304	24079
24682	28.8780050242	24080
24803	28.9181335397	24080
24791	29.112093534	24081
24820	29.2567194238	24082
24887	29.355027457	24082
24794	29.6417995643	24083
25110	29.4421697557	24084
25198	29.5111256057	24085
25225	29.6501331385	24085
25238	29.8043868182	24086
25243	29.9670120279	24087
25310	30.0548214179	24087
25304	30.2281951792	24088
25293	30.4067463593	24089
25339	30.5157529064	24090
25328	30.6923997375	24090
25613	30.5115959419	24091
25722	30.5414909641	24092
25730	30.6903074761	24093
25776	30.792752175	24094
25840	30.8725100264	24094
25908	30.946308578	24095
25925	31.079969029	24096
25936	31.219912906	24096
25926	31.3843881117	24096
25366	32.2322966387	24096
24758	33.1819335013	24096
24171	34.1489196251	24096
23511	35.2724418717	24096
23009	36.2097049674	24096
22447	37.2873858744	24096
21886	38.4178550051	24096
21248	39.7505183618	24096
21137	40.1385108866	24097
